Ime,Leto,Velikost,Cena,Regija
"KRANJ, CANKARJEVA ULICA",1850,68.96,2500.0,gorenjska
"KRANJ, CANKARJEVA ULICA",1850,82.37,2500.0,gorenjska
"KRANJ, CANKARJEVA ULICA",1850,99.75,2500.0,gorenjska
"KRANJ, CENTER",1850,58.22,165000.0,gorenjska
"KRANJ, CENTER",1905,68.0,215000.0,gorenjska
"KRANJ, CENTER",1930,98.0,205000.0,gorenjska
"KRANJ, CENTER",1937,109.9,229000.0,gorenjska
"KRANJ, CENTER",2018,129.0,249900.0,gorenjska
"KRANJ, CENTER KRANJA",1938,129.4,263000.0,gorenjska
"KRANJ, CENTER MESTA",1989,53.4,123000.0,gorenjska
"KRANJ, ČIRČE",1940,53.1,146000.0,gorenjska
"KRANJ, ČIRČE",1983,160.7,450000.0,gorenjska
"KRANJ, GOSPOSVEDSKA ULICA",2007,59.5,187000.0,gorenjska
"KRANJ, HUJE",1944,93.0,219000.0,gorenjska
"KRANJ, KIDRIČEVA",1953,80.3,179500.0,gorenjska
"KRANJ, KIDRIČEVA",1947,96.4,265000.0,gorenjska
"KRANJ, KOKRICA",1963,55.0,160000.0,gorenjska
"KRANJ, LEVSTIKOVA ULICA",2010,227.73,445000.0,gorenjska
"KRANJ, NOVEJŠI BLOK NA OBROBJU MESTA",2007,52.0,187000.0,gorenjska
"KRANJ, PLANINA 1",1975,31.0,120000.0,gorenjska
"KRANJ, PLANINA 1",1976,46.0,170000.0,gorenjska
"KRANJ, PLANINA 1",1973,61.6,190000.0,gorenjska
"KRANJ, PLANINA 1",1977,65.4,210000.0,gorenjska
"KRANJ, PLANINA 1",1974,80.3,230000.0,gorenjska
"KRANJ, PLANINA 1",1979,95.9,233000.0,gorenjska
"KRANJ, PLANINA 1",1952,96.8,230000.0,gorenjska
"KRANJ, PLANINA 3",1986,67.2,198000.0,gorenjska
"KRANJ, PLANINA GOGALOVA ULICA",1978,61.0,205000.0,gorenjska
"KRANJ, PLANINA I",1986,53.1,175000.0,gorenjska
"KRANJ, PLANINA I",1978,56.55,182000.0,gorenjska
"KRANJ, PLANINA II",1979,67.8,209000.0,gorenjska
"KRANJ, PLANINA II",1982,106.8,282000.0,gorenjska
"KRANJ, PLANINA II.",1982,87.0,238000.0,gorenjska
"KRANJ, PRIMSKOVO",1967,59.8,145000.0,gorenjska
"KRANJ, PRIMSKOVO",1967,63.7,159000.0,gorenjska
"KRANJ, PRIMSKOVO",1985,93.2,230000.0,gorenjska
"KRANJ, SLOVENIJA",2003,72.0,215900.0,gorenjska
"KRANJ, STOŠIČEVA ULICA 5.",1959,56.0,195000.0,gorenjska
"KRANJ, STRAŽIŠČE",2023,33.6,113409.0,gorenjska
"KRANJ, STRAŽIŠČE",2023,35.3,120545.0,gorenjska
"KRANJ, STRAŽIŠČE",1948,42.5,142000.0,gorenjska
"KRANJ, STRAŽIŠČE",2023,46.3,162010.0,gorenjska
"KRANJ, STRAŽIŠČE",1937,49.4,139000.0,gorenjska
"KRANJ, STRAŽIŠČE",2023,72.0,254538.0,gorenjska
"KRANJ, STRAŽIŠČE",2023,72.0,236868.0,gorenjska
"KRANJ, STRAŽIŠČE",2023,72.8,256410.0,gorenjska
"KRANJ, STRAŽIŠČE",2023,75.4,262214.0,gorenjska
"KRANJ, STRAŽIŠČE",2023,75.7,263337.0,gorenjska
"KRANJ, STRAŽIŠČE",2023,84.8,288987.0,gorenjska
"KRANJ, STRAŽIŠČE",2023,85.3,283437.0,gorenjska
"KRANJ, STRAŽIŠČE",2023,87.7,288800.0,gorenjska
"KRANJ, STRAŽIŠČE",2023,89.7,292157.0,gorenjska
"KRANJ, STRAŽIŠČE",2010,117.0,225000.0,gorenjska
"KRANJ, STRAŽIŠČE",2018,213.7,420000.0,gorenjska
"KRANJ, VODOVODNI STOLP",1966,25.3,112000.0,gorenjska
"KRANJ, VODOVODNI STOLP",1959,54.0,170000.0,gorenjska
"KRANJ, VODOVODNI STOLP",1966,67.7,210000.0,gorenjska
"KRANJ, VODOVODNI STOLP",1964,77.3,210000.0,gorenjska
"KRANJ, VODOVODNI STOLP",1958,95.3,242000.0,gorenjska
"KRANJ, VODOVODNI STOLP",1938,125.7,268000.0,gorenjska
"KRANJ, VODOVODNI STOLP",1904,137.6,249000.0,gorenjska
"KRANJ, ZLATO POLJE",1961,52.3,162000.0,gorenjska
"KRANJ, ZLATO POLJE",1953,67.9,189000.0,gorenjska
"KRANJ, ZLATO POLJE",1953,68.8,189000.0,gorenjska
"KRANJ, ZLATO POLJE - KIDRIČEVA",1947,99.0,198000.0,gorenjska
"KRANJ, ZLATO POLJE, GRADNIKOVA",1960,48.3,185000.0,gorenjska
"KRANJ, ZLATO POLJE, KIDRIČEVA CESTA",1947,99.0,198000.0,gorenjska
KRANJSKA GORA,1990,30.0,209000.0,gorenjska
KRANJSKA GORA,1990,35.0,248000.0,gorenjska
KRANJSKA GORA,2022,35.22,213696.0,gorenjska
KRANJSKA GORA,2022,43.64,272310.0,gorenjska
KRANJSKA GORA,1986,47.5,320000.0,gorenjska
KRANJSKA GORA,1988,56.15,272000.0,gorenjska
KRANJSKA GORA,2006,57.28,297700.0,gorenjska
KRANJSKA GORA,2022,61.9,424200.0,gorenjska
KRANJSKA GORA,2022,61.9,424200.0,gorenjska
KRANJSKA GORA,2022,61.9,381780.0,gorenjska
KRANJSKA GORA,2022,62.3,425600.0,gorenjska
KRANJSKA GORA,1900,66.0,650000.0,gorenjska
KRANJSKA GORA,2022,66.02,406476.0,gorenjska
KRANJSKA GORA,1960,70.0,370000.0,gorenjska
KRANJSKA GORA,2022,70.48,434574.0,gorenjska
KRANJSKA GORA,2002,73.11,357000.0,gorenjska
KRANJSKA GORA,2022,73.8,595607.0,gorenjska
KRANJSKA GORA,2022,75.16,500269.0,gorenjska
KRANJSKA GORA,2022,88.32,591738.0,gorenjska
KRANJSKA GORA,2022,96.9,545760.0,gorenjska
KRANJSKA GORA,1987,99.3,399000.0,gorenjska
KRANJSKA GORA,2022,185.0,1500000.0,gorenjska
"KRANJSKA GORA, CENTER, BLIZU SMUČIŠČA",2007,132.0,890000.0,gorenjska
"KRANJSKA GORA, TIK OB SMUČIŠČU",2001,59.6,390000.0,gorenjska
KROPA,1642,75.5,63000.0,gorenjska
LANCOVO,2008,231.0,415000.0,gorenjska
LESCE,2000,63.0,180000.0,gorenjska
LESCE,2002,74.2,239000.0,gorenjska
MOJSTRANA,2019,219.6,325000.0,gorenjska
MOŠNJE,2018,50.1,220000.0,gorenjska
"MOŠNJE, ČUDOVITO ATRIJSKO STANOVANJE, DVE LASTNIŠKI PARKIRNI...",2018,50.1,220000.0,gorenjska
PODKOREN,1850,35.8,129900.0,gorenjska
PODKOREN,1978,49.1,148500.0,gorenjska
POTOČE,1900,76.8,172000.0,gorenjska
RADOVLJICA,1974,26.5,99400.0,gorenjska
RADOVLJICA,2019,47.5,199000.0,gorenjska
RADOVLJICA,1987,55.61,145000.0,gorenjska
RADOVLJICA,1965,56.6,165000.0,gorenjska
RADOVLJICA,2010,73.1,227000.0,gorenjska
RADOVLJICA,1961,81.7,210000.0,gorenjska
RADOVLJICA,2013,93.2,209000.0,gorenjska
RADOVLJICA,2013,123.3,431550.0,gorenjska
RADOVLJICA,2021,128.1,359000.0,gorenjska
RADOVLJICA,2016,150.0,349000.0,gorenjska
"RADOVLJICA, GRADNIKOVA CESTA",1978,47.9,153000.0,gorenjska
"RADOVLJICA, GRADNIKOVA CESTA",1974,48.0,175000.0,gorenjska
"RADOVLJICA, GRADNIKOVA ULICA",1974,74.0,299000.0,gorenjska
"RADOVLJICA, PREŠERNOVA ULICA",1989,20.0,65000.0,gorenjska
"RATEČE, 159",1920,85.0,350000.0,gorenjska
RETNJE,1918,22.5,49000.0,gorenjska
RETNJE,1931,42.0,120000.0,gorenjska
"RETNJE, PRENOVLJENO, SVETLO STANOVANJE, V OBJEMU ČUDOVITE NA...",1931,41.1,120000.0,gorenjska
RIBČEV LAZ,2010,73.0,275000.0,gorenjska
SLOVENSKI JAVORNIK,1950,50.0,120000.0,gorenjska
SLOVENSKI JAVORNIK,1987,61.6,85000.0,gorenjska
"SLOVENSKI JAVORNIK, CESTA ALOJZA TRAVNA",1962,71.5,115000.0,gorenjska
SPODNJE BITNJE,2009,124.0,285000.0,gorenjska
SPODNJE BITNJE,1950,135.6,290000.0,gorenjska
STARA FUŽINA,2018,106.0,450000.0,gorenjska
STARA FUŽINA,2021,108.0,335000.0,gorenjska
SV. DUH,1974,65.0,154999.0,gorenjska
ŠENČUR,1985,64.0,155000.0,gorenjska
ŠENČUR,2007,119.4,398000.0,gorenjska
ŠKOFJA LOKA,1972,57.4,184999.0,gorenjska
ŠKOFJA LOKA,1922,58.0,186000.0,gorenjska
ŠKOFJA LOKA,1511,85.1,228940.0,gorenjska
ŠKOFJA LOKA,1511,99.2,213360.0,gorenjska
ŠKOFJA LOKA,1511,99.2,213360.0,gorenjska
"ŠKOFJA LOKA, CENTER",1890,66.8,279000.0,gorenjska
"ŠKOFJA LOKA, CENTER",1890,68.0,219000.0,gorenjska
"ŠKOFJA LOKA, CENTER",1890,70.0,245000.0,gorenjska
"ŠKOFJA LOKA, CENTER",1890,73.6,235000.0,gorenjska
"ŠKOFJA LOKA, CENTER",1890,73.9,189000.0,gorenjska
"ŠKOFJA LOKA, CENTER",1511,99.2,213360.0,gorenjska
"ŠKOFJA LOKA, CENTER",1511,114.9,228940.0,gorenjska
"ŠKOFJA LOKA, KAMNITNIK, TAVČARJEVA ULICA",1995,53.3,220000.0,gorenjska
"ŠKOFJA LOKA, MESTNI TRG",1550,64.0,98000.0,gorenjska
"ŠKOFJA LOKA, MESTNI TRG",1511,99.2,213360.0,gorenjska
"ŠKOFJA LOKA, MESTNI TRG",1511,114.9,228940.0,gorenjska
"ŠKOFJA LOKA, MESTNI TRG 2",1511,99.2,213360.0,gorenjska
"ŠKOFJA LOKA, MESTNI TRG 2",1511,114.9,228940.0,gorenjska
"ŠKOFJA LOKA, PARTIZANSKA CESTA",1959,22.6,115000.0,gorenjska
"ŠKOFJA LOKA, PARTIZANSKA CESTA",1969,82.4,233000.0,gorenjska
"ŠKOFJA LOKA, PODLUBNIK",1976,27.3,91000.0,gorenjska
"ŠKOFJA LOKA, PODLUBNIK",1976,52.6,195000.0,gorenjska
"ŠKOFJA LOKA, SLOVENIJA",1963,53.0,160000.0,gorenjska
"ŠKOFJA LOKA, ŠOLSKA ULICA",1961,78.0,180000.0,gorenjska
"ŠKOFJA LOKA, TRATA",1967,43.0,162000.0,gorenjska
"ŠUTNA, TIK OB ŽABNICI",1951,65.0,136500.0,gorenjska
TRŽIČ,1842,35.5,42000.0,gorenjska
TRŽIČ,1984,42.8,105000.0,gorenjska
TRŽIČ,2021,44.0,105000.0,gorenjska
TRŽIČ,1902,48.5,85000.0,gorenjska
TRŽIČ,1950,53.0,125000.0,gorenjska
TRŽIČ,1959,55.1,115000.0,gorenjska
TRŽIČ,1852,191.0,235000.0,gorenjska
TRŽIČ,1852,191.7,235000.0,gorenjska
TRŽIČ,1852,191.7,235000.0,gorenjska
"TRŽIČ, BISTRICA PRI TRŽIČU",1995,53.8,165000.0,gorenjska
"TRŽIČ, CENTER",1852,191.7,235000.0,gorenjska
"TRŽIČ, RETNJE",1931,41.1,120000.0,gorenjska
"TRŽIČ, SLAP",1965,42.6,63000.0,gorenjska
VISOKO,1978,142.0,265000.0,gorenjska
VISOKO,1978,142.0,285000.0,gorenjska
"VISOKO, DVE FUNKCIONALNO LOČENI ENOTI, TALNO GRETJE, ATRIJ, ...",1978,142.0,285000.0,gorenjska
"ZGORNJE GORJE, ODLIČNA LOKACIJA",1935,78.0,163000.0,gorenjska
ŽELEZNIKI,1965,55.0,115000.0,gorenjska
"ANKARAN, REGENTOVA 2",2022,17.5,68000.0,juzna-primorska
JAGODJE,1981,139.5,470000.0,juzna-primorska
"KOPER, PENTHOUSE Z RAZGLEDOM NA MORJE IN ALPE",2010,128.0,595000.0,juzna-primorska
LUCIJA,1986,74.3,317000.0,juzna-primorska
PIRAN,1900,97.4,268000.0,juzna-primorska
ANKARAN,2006,58.8,258000.0,juzna-primorska
ANKARAN,1978,60.0,215000.0,juzna-primorska
ANKARAN,1972,72.29,260000.0,juzna-primorska
ANKARAN,2009,146.0,580000.0,juzna-primorska
ANKARAN,2009,146.6,580000.0,juzna-primorska
"ANKARAN, CENTER",1987,70.0,259000.0,juzna-primorska
"ANKARAN, OLJČNA POT 8",1965,40.7,75000.0,juzna-primorska
"ANKARAN, OLTRA",1989,112.8,900000.0,juzna-primorska
"ANKARAN, PRVA VRSTA OB MORJU",2009,146.6,580000.0,juzna-primorska
"ANKARAN, REGENTOVA 2",1969,17.5,70000.0,juzna-primorska
"ANKARAN, SONČNI PARK",1992,36.0,95000.0,juzna-primorska
BERTOKI,1900,68.0,180000.0,juzna-primorska
BERTOKI,2008,71.0,294000.0,juzna-primorska
ČEŽARJI,1993,308.2,490000.0,juzna-primorska
DEKANI,2004,118.3,333000.0,juzna-primorska
DIVAČA,2008,34.9,105000.0,juzna-primorska
DIVAČA,2009,50.7,139000.0,juzna-primorska
DIVAČA,2000,84.6,200000.0,juzna-primorska
DIVAČA,2000,84.9,195000.0,juzna-primorska
"DOBRAVA, IZOLA - BELVEDERE",2004,131.0,325000.0,juzna-primorska
"DOLNJE LEŽEČE, OKOLICA DIVAČE",1994,75.0,129000.0,juzna-primorska
GAŽON,1997,180.8,287000.0,juzna-primorska
GAŽON,1997,188.3,267000.0,juzna-primorska
HRPELJE,1982,76.1,229000.0,juzna-primorska
"HRPELJE, KOZINA",1982,76.1,229000.0,juzna-primorska
"HRPELJE, KOZINA",1982,76.1,229000.0,juzna-primorska
"HRPELJE, OKOLICA KOZINE",1979,61.3,129000.0,juzna-primorska
IZOLA,1870,14.0,89990.0,juzna-primorska
IZOLA,1974,23.6,158000.0,juzna-primorska
IZOLA,1900,35.0,155000.0,juzna-primorska
IZOLA,1991,41.0,185500.0,juzna-primorska
IZOLA,1976,47.2,220000.0,juzna-primorska
IZOLA,1965,53.2,210000.0,juzna-primorska
IZOLA,1976,56.6,289000.0,juzna-primorska
IZOLA,1967,57.2,199000.0,juzna-primorska
IZOLA,1989,58.1,239000.0,juzna-primorska
IZOLA,2002,59.8,198000.0,juzna-primorska
IZOLA,1964,60.0,320000.0,juzna-primorska
IZOLA,1850,61.2,250000.0,juzna-primorska
IZOLA,1850,61.2,250000.0,juzna-primorska
IZOLA,2002,61.6,240000.0,juzna-primorska
IZOLA,2002,61.6,240000.0,juzna-primorska
IZOLA,2000,64.1,243000.0,juzna-primorska
IZOLA,1900,70.01,260000.0,juzna-primorska
IZOLA,1900,70.1,260000.0,juzna-primorska
IZOLA,1986,71.0,317000.0,juzna-primorska
IZOLA,1982,72.4,299000.0,juzna-primorska
IZOLA,2015,76.0,277000.0,juzna-primorska
IZOLA,1950,76.0,277000.0,juzna-primorska
IZOLA,1982,76.4,350000.0,juzna-primorska
IZOLA,2022,82.37,381784.0,juzna-primorska
IZOLA,1997,85.4,410000.0,juzna-primorska
IZOLA,1890,88.9,420000.0,juzna-primorska
IZOLA,1910,89.6,220000.0,juzna-primorska
IZOLA,1997,99.0,410000.0,juzna-primorska
IZOLA,2005,106.9,450000.0,juzna-primorska
IZOLA,2004,190.7,690000.0,juzna-primorska
IZOLA,2008,243.6,592000.0,juzna-primorska
"IZOLA, 5 MIN DO CENTRA",1976,57.6,215000.0,juzna-primorska
"IZOLA, CENTER",1900,30.0,155000.0,juzna-primorska
"IZOLA, CENTER",1800,30.4,155000.0,juzna-primorska
"IZOLA, CENTER",1910,89.6,220000.0,juzna-primorska
"IZOLA, CESTA V PREGAVOR 12",2002,61.6,240000.0,juzna-primorska
"IZOLA, LIVADE",1992,35.0,185000.0,juzna-primorska
"IZOLA, LIVADE",1982,55.3,246000.0,juzna-primorska
"IZOLA, LIVADE",1989,72.2,309000.0,juzna-primorska
"IZOLA, MESTNO JEDRO",1900,70.1,260000.0,juzna-primorska
"IZOLA, MESTO",1985,77.4,245000.0,juzna-primorska
"IZOLA, NAD UPRAVNO ENOTO",2002,61.6,240000.0,juzna-primorska
"IZOLA, NAD UPRAVNO ENOTO",2005,106.9,450000.0,juzna-primorska
"IZOLA, PRI TRGOVINI HOFER",1978,24.0,134000.0,juzna-primorska
"IZOLA, PRI UE ZELENA ULICA",1990,41.0,176300.0,juzna-primorska
"IZOLA, PRI VELIKEM TRGU",1967,57.2,190000.0,juzna-primorska
"IZOLA, STANOVANJE S ČUDOVITIM RAZGLEDOM, BLIZU MORJA",1981,139.5,470000.0,juzna-primorska
"IZOLA, STANOVANJE V POSLOVNI STAVBI - BLIZU MORJA",1998,90.0,259000.0,juzna-primorska
"IZOLA, STARO MESTNO JEDRO",1900,69.7,3000.0,juzna-primorska
"IZOLA, TRINKOVA ULICA",1900,71.9,205000.0,juzna-primorska
"IZOLA, ULICA FERDA BIDOVCA",1982,75.3,339000.0,juzna-primorska
"IZOLA, ULICA FERDA BIDOVCA",1981,79.4,299000.0,juzna-primorska
"IZOLA, V NEPOSREDNI BLIŽINI CENTRA",1965,53.2,210000.0,juzna-primorska
JAGODJE,1985,44.9,225000.0,juzna-primorska
JAGODJE,1995,97.2,395000.0,juzna-primorska
JAGODJE,1981,139.5,470000.0,juzna-primorska
JAGODJE,1981,139.53,470000.0,juzna-primorska
"JAGODJE, 10 MIN DO SAN SIMONA PEŠ",1981,128.6,350000.0,juzna-primorska
"JAGODJE, 2 STANOVANJI S POGLEDOM NA MORJE, VRT",1975,198.0,550000.0,juzna-primorska
"JAGODJE, IZOLA",1977,210.0,350000.0,juzna-primorska
"JAGODJE, IZOLA SIMONOV ZALIV",1985,46.4,192500.0,juzna-primorska
"JAGODJE, POGLED NA MORJE, PLAŽA LE 900 M ODDALJENA",1981,139.0,470000.0,juzna-primorska
KOMEN,2023,86.0,4200.0,juzna-primorska
KOMEN,1912,130.9,114000.0,juzna-primorska
KOMEN,1912,132.1,102000.0,juzna-primorska
KOPER,1950,21.0,250000.0,juzna-primorska
KOPER,2022,32.0,160000.0,juzna-primorska
KOPER,1900,37.1,185000.0,juzna-primorska
KOPER,1900,37.85,144900.0,juzna-primorska
KOPER,1990,41.0,199000.0,juzna-primorska
KOPER,1990,41.0,199000.0,juzna-primorska
KOPER,1978,41.0,230000.0,juzna-primorska
KOPER,1850,43.4,157000.0,juzna-primorska
KOPER,1900,45.7,225000.0,juzna-primorska
KOPER,1700,45.8,180000.0,juzna-primorska
KOPER,1700,45.8,180000.0,juzna-primorska
KOPER,1978,46.3,185000.0,juzna-primorska
KOPER,1969,47.4,180000.0,juzna-primorska
KOPER,1800,49.6,179000.0,juzna-primorska
KOPER,2017,52.0,225000.0,juzna-primorska
KOPER,1992,53.9,219000.0,juzna-primorska
KOPER,1970,55.0,260000.0,juzna-primorska
KOPER,1994,60.4,280000.0,juzna-primorska
KOPER,1800,64.9,279000.0,juzna-primorska
KOPER,1800,64.9,279000.0,juzna-primorska
KOPER,1964,66.7,189000.0,juzna-primorska
KOPER,2017,68.0,277000.0,juzna-primorska
KOPER,2011,71.3,440000.0,juzna-primorska
KOPER,2001,72.2,445000.0,juzna-primorska
KOPER,1975,75.76,245000.0,juzna-primorska
KOPER,1978,76.6,399000.0,juzna-primorska
KOPER,1979,76.6,263000.0,juzna-primorska
KOPER,2016,76.7,320000.0,juzna-primorska
KOPER,2021,79.0,280000.0,juzna-primorska
KOPER,2005,79.1,265000.0,juzna-primorska
KOPER,1977,80.0,359000.0,juzna-primorska
KOPER,1500,85.8,248000.0,juzna-primorska
KOPER,2006,91.1,550000.0,juzna-primorska
KOPER,2011,94.0,410000.0,juzna-primorska
KOPER,1981,98.0,299000.0,juzna-primorska
KOPER,1980,101.9,299000.0,juzna-primorska
KOPER,1991,102.5,305000.0,juzna-primorska
KOPER,2011,106.0,440000.0,juzna-primorska
KOPER,2011,106.4,440000.0,juzna-primorska
KOPER,2011,106.4,440000.0,juzna-primorska
KOPER,2011,106.4,440000.0,juzna-primorska
KOPER,2010,110.09,440000.0,juzna-primorska
KOPER,2010,110.1,450000.0,juzna-primorska
KOPER,1971,114.2,438000.0,juzna-primorska
KOPER,2010,121.0,403424.7,juzna-primorska
KOPER,2010,121.0,580000.0,juzna-primorska
KOPER,2010,121.0,403000.0,juzna-primorska
KOPER,2017,121.3,420000.0,juzna-primorska
"KOPER, 50 METROV OD TITOVEGA TRGA",1905,93.5,259000.0,juzna-primorska
"KOPER, BLIŽINA NOVE PLAŽE, CENTRA MESTA TER PARKOVNO - ŠPORT...",1968,72.2,385000.0,juzna-primorska
"KOPER, CANKARJEVA 27",1900,81.0,240000.0,juzna-primorska
"KOPER, CENTER MESTA",1900,37.1,185000.0,juzna-primorska
"KOPER, DOLINSKA CESTA 1H",2005,134.0,390000.0,juzna-primorska
"KOPER, DOLINSKA CESTA, DVIGALO",2005,134.9,390000.0,juzna-primorska
"KOPER, KVEDROVA CESTA",1982,81.0,288000.0,juzna-primorska
"KOPER, LE 80 METROV OD TITOVEGA TRGA",1905,93.5,259000.0,juzna-primorska
"KOPER, MARKOVEC",1979,60.0,253000.0,juzna-primorska
"KOPER, MARKOVEC",1975,63.7,199000.0,juzna-primorska
"KOPER, MARKOVEC",1973,70.83,259000.0,juzna-primorska
"KOPER, MARKOVEC",1973,73.43,199000.0,juzna-primorska
"KOPER, MARKOVEC",1976,74.6,250000.0,juzna-primorska
"KOPER, MARKOVEC",1976,74.6,265000.0,juzna-primorska
"KOPER, MARKOVEC",1980,101.9,299000.0,juzna-primorska
"KOPER, MARKOVEC",2010,119.0,390000.0,juzna-primorska
"KOPER, MARKOVEC - NOKTURNO",2013,153.0,595000.0,juzna-primorska
"KOPER, MARKOVEC, CENTER ZA GRADOM",1993,62.6,260000.0,juzna-primorska
"KOPER, MARKOVEC, POD NOKTURNOM",1985,79.2,295000.0,juzna-primorska
"KOPER, NASELJE NOKTURNO, 2 TERASI, PM, POGLED NA MORJE",2010,120.9,448000.0,juzna-primorska
"KOPER, NEPOSREDNO OB TITOVEM TRGU",1650,78.1,390000.0,juzna-primorska
"KOPER, NOKTURNO",2010,110.1,440000.0,juzna-primorska
"KOPER, NOKTURNO",2010,110.57,419000.0,juzna-primorska
"KOPER, NOKTURNO",2010,111.5,398000.0,juzna-primorska
"KOPER, NOKTURNO",2010,121.3,420000.0,juzna-primorska
"KOPER, NOKTURNO",2010,133.0,590000.0,juzna-primorska
"KOPER, ODLIČNA INVESTICIJA",1905,93.5,259000.0,juzna-primorska
"KOPER, OLMO",1972,37.0,180000.0,juzna-primorska
"KOPER, OLMO",1983,55.6,199000.0,juzna-primorska
"KOPER, OLMO",1971,91.5,295000.0,juzna-primorska
"KOPER, OLMO",2006,122.3,399000.0,juzna-primorska
"KOPER, PENTHAUSE STANOVANJE S TERASO IN ČUDOVITIM RAZGLEDOM ...",2011,133.8,650000.0,juzna-primorska
"KOPER, POGLED NA MORJE",1990,186.4,749000.0,juzna-primorska
"KOPER, PRILOŽNOST",1978,46.9,175000.0,juzna-primorska
"KOPER, PRISOJE",1979,76.6,263000.0,juzna-primorska
"KOPER, PRISOJE - Z VRTOM",1984,59.0,257000.0,juzna-primorska
"KOPER, PRISOJE, CESTA NA MARKOVEC",1979,50.0,210000.0,juzna-primorska
"KOPER, PROSTORNO STANOVANJE S POGLEDOM NA MORJE",1977,76.6,250000.0,juzna-primorska
"KOPER, SEMEDELA",1958,22.8,124000.0,juzna-primorska
"KOPER, SPODNJA SEMEDELA",1964,52.2,225000.0,juzna-primorska
"KOPER, SPODNJA SEMEDELA",1958,56.05,240000.0,juzna-primorska
"KOPER, SPODNJA SEMEDELA",1957,76.7,320000.0,juzna-primorska
"KOPER, STARI CENTER",2007,35.0,165000.0,juzna-primorska
"KOPER, ŠMARSKA CESTA",1987,54.5,219000.0,juzna-primorska
"KOPER, TOMŠIČEVA",1967,35.0,149000.0,juzna-primorska
"KOPER, ZELENI PARK II",2011,56.0,440000.0,juzna-primorska
"KOPER, ZELENI PARK II",2011,106.4,440000.0,juzna-primorska
"KOZINA, CENTER",2009,62.5,169000.0,juzna-primorska
"KOZINA, KOPER",2019,50.75,190000.0,juzna-primorska
LABOR,1900,120.0,90000.0,juzna-primorska
LUCIJA,1990,36.6,150000.0,juzna-primorska
LUCIJA,1984,40.0,193000.0,juzna-primorska
LUCIJA,1987,42.1,195000.0,juzna-primorska
LUCIJA,1987,55.5,220000.0,juzna-primorska
LUCIJA,1988,56.0,270000.0,juzna-primorska
LUCIJA,1971,56.9,250000.0,juzna-primorska
LUCIJA,1990,60.0,319000.0,juzna-primorska
LUCIJA,1966,62.4,275000.0,juzna-primorska
LUCIJA,1965,66.7,282000.0,juzna-primorska
LUCIJA,1980,67.1,269000.0,juzna-primorska
LUCIJA,1974,72.0,350000.0,juzna-primorska
LUCIJA,1997,72.0,259000.0,juzna-primorska
LUCIJA,2005,74.4,375000.0,juzna-primorska
LUCIJA,1988,78.5,372000.0,juzna-primorska
LUCIJA,2005,81.0,495000.0,juzna-primorska
LUCIJA,2006,99.0,300000.0,juzna-primorska
LUCIJA,2006,100.0,320000.0,juzna-primorska
LUCIJA,2017,116.0,526000.0,juzna-primorska
LUCIJA,1989,117.4,435000.0,juzna-primorska
LUCIJA,2006,117.8,545000.0,juzna-primorska
LUCIJA,2006,120.0,375000.0,juzna-primorska
LUCIJA,2007,127.08,530000.0,juzna-primorska
LUCIJA,1985,230.0,740000.0,juzna-primorska
LUCIJA,1985,230.0,740000.0,juzna-primorska
"LUCIJA, 200 M OD CENTRA, VELIK VRT",1971,140.0,605000.0,juzna-primorska
"LUCIJA, CENTER",1970,75.3,280000.0,juzna-primorska
"LUCIJA, KAMPOLIN",1985,230.0,740000.0,juzna-primorska
"LUCIJA, LIMINJANSKA",1980,67.0,269000.0,juzna-primorska
"LUCIJA, ODLIČNA LOKACIJA V CENTRU",1960,71.59,333000.0,juzna-primorska
"LUCIJA, PARKIRNO MESTO V KLETNI ETAŽI, VELIKA TERASA",1980,67.1,269000.0,juzna-primorska
"LUCIJA, PORTOROŽ",1995,208.8,439000.0,juzna-primorska
"LUCIJA, PRI ŠPORTNI DVORANI",1980,69.0,275000.0,juzna-primorska
"LUCIJA, REZIDENCA PARK",2006,81.0,495000.0,juzna-primorska
"LUCIJA, REZIDENCA PARK",2005,95.0,495000.0,juzna-primorska
"LUCIJA, ZGORNJA ETAŽA HIŠE",1985,230.0,740000.0,juzna-primorska
MANŽAN,2007,120.0,310000.0,juzna-primorska
OSP,1922,38.74,120000.0,juzna-primorska
PARECAG,2008,144.7,225000.0,juzna-primorska
PIRAN,1900,12.9,90000.0,juzna-primorska
PIRAN,1911,18.7,96000.0,juzna-primorska
PIRAN,1900,26.0,159000.0,juzna-primorska
PIRAN,1911,26.0,139000.0,juzna-primorska
PIRAN,1850,43.7,230000.0,juzna-primorska
PIRAN,1800,52.0,264000.0,juzna-primorska
PIRAN,1900,54.0,270000.0,juzna-primorska
PIRAN,1900,61.1,297000.0,juzna-primorska
PIRAN,1900,67.0,268000.0,juzna-primorska
PIRAN,1900,67.0,268000.0,juzna-primorska
PIRAN,1900,67.0,268000.0,juzna-primorska
PIRAN,1900,70.0,268000.0,juzna-primorska
PIRAN,1900,70.0,268000.0,juzna-primorska
PIRAN,1984,75.1,298000.0,juzna-primorska
PIRAN,1850,80.0,497000.0,juzna-primorska
PIRAN,1900,80.0,208000.0,juzna-primorska
PIRAN,1800,84.0,208000.0,juzna-primorska
PIRAN,1900,88.3,298000.0,juzna-primorska
PIRAN,1900,90.3,268000.0,juzna-primorska
PIRAN,1900,119.5,350000.0,juzna-primorska
